REGULATOR	TARGET
YDR259C	YDL197C
YDR259C	YDL218W
YDR259C	YDL223C
YDR259C	YDL224C
YDR259C	YDL226C
YDR259C	YDL229W
YDR259C	YDL245C
YDR259C	YDL246C
YDR259C	YDR013W
YDR259C	YDR014W
YDR259C	YDR034C-D
YDR259C	YDR035W
YDR259C	YDR040C
YDR259C	YDR041W
YDR259C	YDR042C
YDR259C	YDR044W
YDR259C	YDR068W
YDR259C	YDR076W
YDR259C	YDR077W
YDR259C	YDR084C
YDR259C	YDR089W
YDR259C	YDR111C
YDR259C	YDR138W
YDR259C	YDR144C
YDR259C	YDR179C
YDR259C	YDR179W-A
YDR259C	YDR218C
YDR259C	YDR225W
YDR259C	YDR248C
YDR259C	YDR259C
YDR259C	YDR262W
YDR259C	YDR303C
YDR259C	YDR305C
YDR259C	YDR310C
YDR259C	YDR315C
YDR259C	YDR322C-A
YDR259C	YDR323C
YDR259C	YDR328C
YDR259C	YDR343C
YDR259C	YDR348C
YDR259C	YDR363W-A
YDR259C	YDR373W
YDR259C	YDR385W
YDR259C	YDR386W
YDR259C	YDR441C
YDR259C	YDR442W
YDR259C	YDR471W
YDR259C	YDR473C
YDR259C	YDR496C
YDR259C	YDR522C
YDR259C	YDR523C
YDR259C	YDR533C
YDR259C	YDR543C
YDR259C	YDR544C
YDR259C	YDR545W
YDR259C	YEL007W
YDR259C	YEL008W
YDR259C	YEL009C
YDR259C	YEL025C
YDR259C	YEL032W
YDR259C	YEL037C
YDR259C	YEL040W
YDR259C	YEL041W
YDR259C	YEL043W
YDR259C	YEL044W
YDR259C	YEL045C
YDR259C	YEL046C
YDR259C	YEL047C
YDR259C	YEL070W
YDR259C	YEL071W
YDR259C	YER007C-A
YDR259C	YER012W
YDR259C	YER016W
YDR259C	YER017C
YDR259C	YER018C
YDR259C	YER035W
YDR259C	YER041W
YDR259C	YER044C
YDR259C	YER045C
YDR259C	YER046W
YDR259C	YER047C
YDR259C	YER048W-A
YDR259C	YER061C
YDR259C	YER076C
YDR259C	YER087C-B
YDR259C	YER090W
YDR259C	YER111C
YDR259C	YER119C
YDR259C	YER145C
YDR259C	YER146W
YDR259C	YER149C
YDR259C	YER158C
YDR259C	YER163C
YDR259C	YER167W
YDR259C	YER172C
YDR259C	YER175W-A
YDR259C	YER184C
YDR259C	YFL004W
YDR259C	YFL005W
YDR259C	YFL007W
YDR259C	YFL014W
YDR259C	YFL025C
YDR259C	YFL034C-B
YDR259C	YFL055W
YDR259C	YFR009W
YDR259C	YFR025C
YDR259C	YFR035C
YDR259C	YFR044C
YDR259C	YFR047C
YDR259C	YFR053C
YDR259C	YGL001C
YDR259C	YGL007C-A
YDR259C	YGL096W
YDR259C	YGL103W
YDR259C	YGL117W
YDR259C	YGL121C
YDR259C	YGL123W
YDR259C	YGL124C
YDR259C	YGL157W
YDR259C	YGL179C
YDR259C	YGL187C
YDR259C	YGL210W
YDR259C	YGL225W
YDR259C	YGL229C
YDR259C	YGL234W
YDR259C	YGL242C
YDR259C	YGL256W
YDR259C	YGR033C
YDR259C	YGR059W
YDR259C	YGR069W
YDR259C	YGR079W
YDR259C	YGR088W
YDR259C	YGR097W
YDR259C	YGR104C
YDR259C	YGR106C
YDR259C	YGR130C
YDR259C	YGR146C
YDR259C	YGR174W-A
YDR259C	YGR175C
YDR259C	YGR176W
YDR259C	YGR178C
YDR259C	YGR180C
YDR259C	YGR183C
YDR259C	YGR194C
YDR259C	YGR212W
YDR259C	YGR222W
YDR259C	YGR233C
YDR259C	YGR238C
YDR259C	YGR239C
YDR259C	YGR248W
YDR259C	YGR249W
YDR259C	YGR255C
YDR259C	YGR256W
YDR259C	YGR271W
YDR259C	YGR295C
YDR259C	YGR296W
YDR259C	YHL003C
YDR259C	YHL034C
YDR259C	YHL042W
YDR259C	YHR035W
YDR259C	YHR047C
YDR259C	YHR048W
YDR259C	YHR078W
YDR259C	YHR088W
YDR259C	YHR091C
YDR259C	YHR092C
YDR259C	YHR093W
YDR259C	YHR109W
YDR259C	YHR136C
YDR259C	YHR138C
YDR259C	YHR141C
YDR259C	YHR143W
YDR259C	YHR144C
YDR259C	YHR171W
YDR259C	YHR179W
YDR259C	YHR185C
YDR259C	YHR213W-B
YDR259C	YIL003W
YDR259C	YIL011W
YDR259C	YIL013C
YDR259C	YIL014C-A
YDR259C	YIL014W
YDR259C	YIL030C
YDR259C	YIL041W
YDR259C	YIL042C
YDR259C	YIL084C
YDR259C	YIL091C
YDR259C	YIL097W
YDR259C	YIL099W
YDR259C	YIL100W
YDR259C	YIL101C
YDR259C	YIL102C
YDR259C	YIL108W
YDR259C	YIL109C
YDR259C	YIL118W
YDR259C	YIL119C
YDR259C	YIL120W
YDR259C	YIL122W
YDR259C	YIL123W
YDR259C	YIL170W
YDR259C	YIL171W
YDR259C	YIL172C
YDR259C	YIR013C
YDR259C	YIR014W
YDR259C	YIR017C
YDR259C	YIR018C-A
YDR259C	YIR018W
YDR259C	YIR019C
YDR259C	YIR020C
YDR259C	YIR020W-B
YDR259C	YIR021W
YDR259C	YIR021W-A
YDR259C	YIR022W
YDR259C	YIR023W
YDR259C	YIR034C
YDR259C	YIR035C
YDR259C	YIR036C
YDR259C	YIR038C
YDR259C	YJL029C
YDR259C	YJL030W
YDR259C	YJL031C
YDR259C	YJL057C
YDR259C	YJL104W
YDR259C	YJL109C
YDR259C	YJL116C
YDR259C	YJL123C
YDR259C	YJL148W
YDR259C	YJL149W
YDR259C	YJL163C
YDR259C	YJL171C
YDR259C	YJL192C
YDR259C	YJL200C
YDR259C	YJL209W
YDR259C	YJL214W
YDR259C	YJL216C
YDR259C	YJL217W
YDR259C	YJL218W
YDR259C	YJL219W
YDR259C	YJL220W
YDR259C	YJL221C
YDR259C	YJR008W
YDR259C	YJR010C-A
YDR259C	YJR011C
YDR259C	YJR030C
YDR259C	YJR051W
YDR259C	YJR057W
YDR259C	YJR094C
YDR259C	YJR094W-A
YDR259C	YJR095W
YDR259C	YJR100C
YDR259C	YJR101W
YDR259C	YJR108W
YDR259C	YJR115W
YDR259C	YJR121W
YDR259C	YJR131W
YDR259C	YJR135C
YDR259C	YJR145C
YDR259C	YJR146W
YDR259C	YJR147W
YDR259C	YJR154W
YDR259C	YJR157W
YDR259C	YJR158W
YDR259C	YJR159W
YDR259C	YKL032C
YDR259C	YKL040C
YDR259C	YKL043W
YDR259C	YKL044W
YDR259C	YKL045W
YDR259C	YKL061W
YDR259C	YKL078W
YDR259C	YKL090W
YDR259C	YKL109W
YDR259C	YKL110C
YDR259C	YKL120W
YDR259C	YKL143W
YDR259C	YKL149C
YDR259C	YKL162C-A
YDR259C	YKL163W
YDR259C	YKL165C
YDR259C	YKL172W
YDR259C	YKL201C
YDR259C	YKL209C
YDR259C	YKL217W
YDR259C	YKR039W
YDR259C	YKR049C
YDR259C	YKR074W
YDR259C	YKR079C
YDR259C	YKR080W
YDR259C	YKR091W
YDR259C	YKR093W
YDR259C	YKR101W
YDR259C	YKR102W
YDR259C	YLL012W
YDR259C	YLL018C
YDR259C	YLL024C
YDR259C	YLL052C
YDR259C	YLL053C
YDR259C	YLL065W
YDR259C	YLR010C
YDR259C	YLR016C
YDR259C	YLR023C
YDR259C	YLR047C
YDR259C	YLR048W
YDR259C	YLR058C
YDR259C	YLR074C
YDR259C	YLR075W
YDR259C	YLR079W
YDR259C	YLR080W
YDR259C	YLR081W
YDR259C	YLR105C
YDR259C	YLR108C
YDR259C	YLR115W
YDR259C	YLR121C
YDR259C	YLR125W
YDR259C	YLR143W
YDR259C	YLR157C-A
YDR259C	YLR174W
YDR259C	YLR178C
YDR259C	YLR211C
YDR259C	YLR229C
YDR259C	YLR255C
YDR259C	YLR259C
YDR259C	YLR294C
YDR259C	YLR295C
YDR259C	YLR296W
YDR259C	YLR297W
YDR259C	YLR300W
YDR259C	YLR304C
YDR259C	YLR329W
YDR259C	YLR335W
YDR259C	YLR359W
YDR259C	YLR387C
YDR259C	YLR399C
YDR259C	YLR412C-A
YDR259C	YLR412W
YDR259C	YLR413W
YDR259C	YLR452C
YDR259C	YLR460C
YDR259C	YLR463C
YDR259C	YLR465C
YDR259C	YLR467W
YDR259C	YML045W
YDR259C	YML064C
YDR259C	YML088W
YDR259C	YML098W
YDR259C	YML100W
YDR259C	YML115C
YDR259C	YML116W
YDR259C	YML117W
YDR259C	YML128C
YDR259C	YML131W
YDR259C	YML132W
YDR259C	YMR013C
YDR259C	YMR013W-A
YDR259C	YMR014W
YDR259C	YMR016C
YDR259C	YMR017W
YDR259C	YMR040W
YDR259C	YMR043W
YDR259C	YMR049C
YDR259C	YMR089C
YDR259C	YMR090W
YDR259C	YMR094W
YDR259C	YMR103C
YDR259C	YMR111C
YDR259C	YMR120C
YDR259C	YMR123W
YDR259C	YMR131C
YDR259C	YMR132C
YDR259C	YMR135C
YDR259C	YMR135W-A
YDR259C	YMR136W
YDR259C	YMR150C
YDR259C	YMR151W
YDR259C	YMR152W
YDR259C	YMR169C
YDR259C	YMR172C-A
YDR259C	YMR173W
YDR259C	YMR173W-A
YDR259C	YMR175W
YDR259C	YMR177W
YDR259C	YMR186W
YDR259C	YMR192W
YDR259C	YMR193W
YDR259C	YMR196W
YDR259C	YMR199W
YDR259C	YMR227C
YDR259C	YMR228W
YDR259C	YMR235C
YDR259C	YMR239C
YDR259C	YMR246W
YDR259C	YMR247C
YDR259C	YMR252C
YDR259C	YMR258C
YDR259C	YMR271C
YDR259C	YMR274C
YDR259C	YMR284W
YDR259C	YMR304C-A
YDR259C	YMR315W
YDR259C	YMR318C
YDR259C	YMR319C
YDR259C	YMR320W
YDR259C	YNL035C
YDR259C	YNL040W
YDR259C	YNL053W
YDR259C	YNL066W
YDR259C	YNL067W
YDR259C	YNL067W-B
YDR259C	YNL069C
YDR259C	YNL070W
YDR259C	YNL075W
YDR259C	YNL081C
YDR259C	YNL087W
YDR259C	YNL088W
YDR259C	YNL097C-B
YDR259C	YNL117W
YDR259C	YNL124W
YDR259C	YNL126W
YDR259C	YNL130C-A
YDR259C	YNL132W
YDR259C	YNL134C
YDR259C	YNL138W
YDR259C	YNL145W
YDR259C	YNL146C-A
YDR259C	YNL146W
YDR259C	YNL148C
YDR259C	YNL152W
YDR259C	YNL162W
YDR259C	YNL169C
YDR259C	YNL178W
YDR259C	YNL179C
YDR259C	YNL180C
YDR259C	YNL189W
YDR259C	YNL192W
YDR259C	YNL197C
YDR259C	YNL200C
YDR259C	YNL217W
YDR259C	YNL224C
YDR259C	YNL241C
YDR259C	YNL288W
YDR259C	YNL289W
YDR259C	YNL301C
YDR259C	YNL337W
YDR259C	YNL338W
YDR259C	YNL339C
YDR259C	YNR023W
YDR259C	YNR026C
YDR259C	YNR034W
YDR259C	YNR034W-A
YDR259C	YNR045W
YDR259C	YNR047W
YDR259C	YNR050C
YDR259C	YNR053C
YDR259C	YNR060W
YDR259C	YNR067C
YDR259C	YOL013C
YDR259C	YOL013W-A
YDR259C	YOL019W
YDR259C	YOL025W
YDR259C	YOL054W
YDR259C	YOL056W
YDR259C	YOL058W
YDR259C	YOL060C
YDR259C	YOL062C
YDR259C	YOL078W
YDR259C	YOL081W
YDR259C	YOL084W
YDR259C	YOL107W
YDR259C	YOL110W
YDR259C	YOL119C
YDR259C	YOL120C
YDR259C	YOL121C
YDR259C	YOL126C
YDR259C	YOL133W
YDR259C	YOL137W
YDR259C	YOL151W
YDR259C	YOL152W
YDR259C	YOL155C
YDR259C	YOL156W
YDR259C	YOL157C
YDR259C	YOL158C
YDR259C	YOL159C
YDR259C	YOR008C
YDR259C	YOR020W-A
YDR259C	YOR027W
YDR259C	YOR028C
YDR259C	YOR029W
YDR259C	YOR030W
YDR259C	YOR032C
YDR259C	YOR033C
YDR259C	YOR047C
YDR259C	YOR049C
YDR259C	YOR050C
YDR259C	YOR058C
YDR259C	YOR073W
YDR259C	YOR087W
YDR259C	YOR117W
YDR259C	YOR119C
YDR259C	YOR128C
YDR259C	YOR137C
YDR259C	YOR152C
YDR259C	YOR154W
YDR259C	YOR159C
YDR259C	YOR164C
YDR259C	YOR178C
YDR259C	YOR179C
YDR259C	YOR180C
YDR259C	YOR181W
YDR259C	YOR192C
YDR259C	YOR222W
YDR259C	YOR226C
YDR259C	YOR235W
YDR259C	YOR236W
YDR259C	YOR259C
YDR259C	YOR284W
YDR259C	YOR285W
YDR259C	YOR299W
YDR259C	YOR313C
YDR259C	YOR314W
YDR259C	YOR315W
YDR259C	YOR318C
YDR259C	YOR319W
YDR259C	YOR334W
YDR259C	YOR352W
YDR259C	YOR369C
YDR259C	YOR380W
YDR259C	YPL034W
YDR259C	YPL051W
YDR259C	YPL075W
YDR259C	YPL078C
YDR259C	YPL089C
YDR259C	YPL123C
YDR259C	YPL145C
YDR259C	YPL186C
YDR259C	YPL189C-A
YDR259C	YPL189W
YDR259C	YPL195W
YDR259C	YPL224C
YDR259C	YPL228W
YDR259C	YPL229W
YDR259C	YPL254W
YDR259C	YPR013C
YDR259C	YPR040W
YDR259C	YPR061C
YDR259C	YPR062W
YDR259C	YPR063C
YDR259C	YPR064W
YDR259C	YPR065W
YDR259C	YPR098C
YDR259C	YPR126C
YDR259C	YPR127W
YDR259C	YPR137W
YDR259C	YPR148C
YDR259C	YPR149W
YDR259C	YPR189W
YDR259C	YPR195C
YDR259C	YPR202W
YDR259C	YPR203W
YDR421W	YBL001C
YDR421W	YBL029W
YDR421W	YCL031C
YDR421W	YCL065W
YDR421W	YCL066W
YDR421W	YCL067C
YDR421W	YCL074W
YDR421W	YCR018C-A
YDR421W	YDL001W
YDR421W	YDL091C
YDR421W	YDL137W
YDR421W	YDL184C
YDR421W	YDR004W
YDR421W	YDR049W
YDR421W	YDR075W
YDR421W	YDR179C
YDR421W	YDR184C
YDR421W	YDR244W
YDR421W	YDR289C
YDR421W	YDR291W
YDR421W	YDR370C
YDR421W	YDR372C
YDR421W	YDR375C
YDR421W	YDR376W
YDR421W	YDR377W
YDR421W	YDR378C
YDR421W	YDR379C-A
YDR421W	YDR379W
YDR421W	YDR380W
YDR421W	YDR381C-A
YDR421W	YDR381W
YDR421W	YDR382W
YDR421W	YDR420W
YDR421W	YDR421W
YDR421W	YDR468C
YDR421W	YDR523C
YDR421W	YEL040W
YDR421W	YEL062W
YDR421W	YFL059W
YDR421W	YFL060C
YDR421W	YGR053C
YDR421W	YGR173W
YDR421W	YGR244C
YDR421W	YHL036W
YDR421W	YHR005C
YDR421W	YHR015W
YDR421W	YHR094C
YDR421W	YHR095W
YDR421W	YHR134W
YDR421W	YHR135C
YDR421W	YHR136C
YDR421W	YHR137W
YDR421W	YHR138C
YDR421W	YHR139C
YDR421W	YHR139C-A
YDR421W	YHR140W
YDR421W	YHR156C
YDR421W	YHR157W
YDR421W	YIL002W-A
YDR421W	YIL003W
YDR421W	YJL008C
YDR421W	YJL148W
YDR421W	YJR008W
YDR421W	YJR080C
YDR421W	YKL051W
YDR421W	YKL052C
YDR421W	YKL064W
YDR421W	YKL072W
YDR421W	YKL073W
YDR421W	YLR082C
YDR421W	YLR293C
YDR421W	YML007W
YDR421W	YMR026C
YDR421W	YMR027W
YDR421W	YMR192W
YDR421W	YMR193W
YDR421W	YMR194W
YDR421W	YMR257C
YDR421W	YNL118C
YDR421W	YNL122C
YDR421W	YNL124W
YDR421W	YNL125C
YDR421W	YNL126W
YDR421W	YNL127W
YDR421W	YNL181W
YDR421W	YNL182C
YDR421W	YNR004W
YDR421W	YOL117W
YDR421W	YOL159C
YDR421W	YOR005C
YDR421W	YOR205C
YDR421W	YOR218C
YDR421W	YPL030W
YDR421W	YPL031C
YDR421W	YPL198W
YDR421W	YPL251W
YDR421W	YPL253C
YDR421W	YPR025C
YDR421W	YPR026W
YER169W	YAR042W
YER169W	YAR050W
YER169W	YBL005W
YER169W	YBL059W
YER169W	YBL075C
YER169W	YBR032W
YER169W	YBR033W
YER169W	YBR036C
YER169W	YBR056W
YER169W	YBR126C
YER169W	YCL063W
YER169W	YCL065W
YER169W	YCR105W
YER169W	YCR107W
YER169W	YDL176W
YER169W	YDL206W
YER169W	YDR004W
YER169W	YDR067C
YER169W	YDR068W
YER169W	YDR084C
YER169W	YDR151C
YER169W	YDR152W
YER169W	YDR154C
YER169W	YDR155C
YER169W	YDR156W
YER169W	YDR157W
YER169W	YDR158W
YER169W	YDR183W
YER169W	YDR188W
YER169W	YDR210C-D
YER169W	YDR210W-D
YER169W	YDR245W
YER169W	YDR282C
YER169W	YDR363W-A
YER169W	YDR377W
YER169W	YDR427W
YER169W	YDR446W
YER169W	YDR449C
YER169W	YDR450W
YER169W	YDR471W
YER169W	YDR472W
YER169W	YDR473C
YER169W	YDR480W
YER169W	YDR484W
YER169W	YEL013W
YER169W	YEL059W
YER169W	YEL060C
YER169W	YER013W
YER169W	YER138C
YER169W	YER177W
YER169W	YFR017C
YER169W	YGL148W
YER169W	YHL002W
YER169W	YHR155W
YER169W	YIL148W
YER169W	YJL067W
YER169W	YJL068C
YER169W	YJL126W
YER169W	YJR045C
YER169W	YJR046W
YER169W	YJR100C
YER169W	YKL033W
YER169W	YKL033W-A
YER169W	YKL120W
YER169W	YKR026C
YER169W	YKR062W
YER169W	YLL015W
YER169W	YLL033W
YER169W	YLL034C
YER169W	YLR082C
YER169W	YLR302C
YER169W	YLR313C
YER169W	YLR336C
YER169W	YLR338W
YER169W	YLR339C
YER169W	YLR341W
YER169W	YLR439W
YER169W	YML100W
YER169W	YML101C
YER169W	YML102C-A
YER169W	YNL241C
YER169W	YOL121C
YER169W	YOR386W
YER169W	YPL014W
YER169W	YPL015C
YER169W	YPL039W
YER169W	YPL251W
YER169W	YPL253C
YER184C	YDR294C
YER184C	YIL035C
YER184C	YIR024C
YER184C	YIR025W
YER184C	YNL210W
YER184C	YNL211C
YGL013C	Q0115
YGL013C	Q0120
YGL013C	Q0140
YGL013C	YAL001C
YGL013C	YAL003W
YGL013C	YAL022C
YGL013C	YAL061W
YGL013C	YAR002W
YGL013C	YBL001C
YGL013C	YBL005W
YGL013C	YBL005W-B
YGL013C	YBL006C
YGL013C	YBL028C
YGL013C	YBL029W
YGL013C	YBL087C
YGL013C	YBL109W
YGL013C	YBL111C
YGL013C	YBL112C
YGL013C	YBL113C
YGL013C	YBR008C
YGL013C	YBR039W
YGL013C	YBR040W
YGL013C	YBR053C
YGL013C	YBR057C
YGL013C	YBR077C
YGL013C	YBR078W
YGL013C	YBR083W
YGL013C	YBR157C
YGL013C	YBR158W
YGL013C	YBR203W
YGL013C	YCL019W
YGL013C	YCL024W
YGL013C	YCL025C
YGL013C	YCL042W
YGL013C	YCL043C
YGL013C	YCL045C
YGL013C	YCL065W
YGL013C	YCL066W
YGL013C	YCL067C
YGL013C	YCL074W
YGL013C	YCL075W
YGL013C	YCR010C
YGL013C	YCR061W
YGL013C	YCR065W
YGL013C	YCR087C-A
YGL013C	YCR104W
YGL013C	YCR105W
YGL013C	YCR108C
YGL013C	YDL001W
YGL013C	YDL020C
YGL013C	YDL050C
YGL013C	YDL055C
YGL013C	YDL060W
YGL013C	YDL063C
YGL013C	YDL082W
YGL013C	YDL083C
YGL013C	YDL110C
YGL013C	YDL115C
YGL013C	YDL147W
YGL013C	YDL148C
YGL013C	YDL214C
YGL013C	YDL223C
YGL013C	YDL244W
YGL013C	YDR010C
YGL013C	YDR011W
YGL013C	YDR013W
YGL013C	YDR040C
YGL013C	YDR041W
YGL013C	YDR042C
YGL013C	YDR046C
YGL013C	YDR047W
YGL013C	YDR065W
YGL013C	YDR072C
YGL013C	YDR073W
YGL013C	YDR076W
YGL013C	YDR077W
YGL013C	YDR093W
YGL013C	YDR134C
YGL013C	YDR234W
YGL013C	YDR258C
YGL013C	YDR259C
YGL013C	YDR282C
YGL013C	YDR297W
YGL013C	YDR332W
YGL013C	YDR342C
YGL013C	YDR345C
YGL013C	YDR366C
YGL013C	YDR367W
YGL013C	YDR368W
YGL013C	YDR406W
YGL013C	YDR470C
YGL013C	YDR471W
YGL013C	YDR486C
YGL013C	YDR492W
YGL013C	YDR510W
YGL013C	YDR516C
YGL013C	YDR525W-A
YGL013C	YDR533C
YGL013C	YDR542W
YGL013C	YDR543C
YGL013C	YDR544C
YGL013C	YDR545W
YGL013C	YEL010W
YGL013C	YEL035C
YGL013C	YEL044W
YGL013C	YEL045C
YGL013C	YEL046C
YGL013C	YEL054C
YGL013C	YEL064C
YGL013C	YER019C-A
YGL013C	YER020W
YGL013C	YER064C
YGL013C	YER073W
YGL013C	YER074W
YGL013C	YER079W
YGL013C	YER116C
YGL013C	YER117W
YGL013C	YER145C
YGL013C	YER146W
YGL013C	YER155C
YGL013C	YER177W
YGL013C	YER188C-A
YGL013C	YER189W
YGL013C	YFL023W
YGL013C	YFL024C
YGL013C	YFL028C
YGL013C	YFL034C-A
YGL013C	YFL057C
YGL013C	YFR017C
YGL013C	YFR033C
YGL013C	YFR041C
YGL013C	YFR053C
YGL013C	YGL001C
YGL013C	YGL008C
YGL013C	YGL021W
YGL013C	YGL036W
YGL013C	YGL037C
YGL013C	YGL062W
YGL013C	YGL103W
YGL013C	YGL104C
YGL013C	YGL116W
YGL013C	YGL121C
YGL013C	YGL171W
YGL013C	YGL177W
YGL013C	YGL189C
YGL013C	YGR008C
YGL013C	YGR019W
YGL013C	YGR035C
YGL013C	YGR038C-A
YGL013C	YGR038C-B
YGL013C	YGR039W
YGL013C	YGR040W
YGL013C	YGR050C
YGL013C	YGR159C
YGL013C	YGR161C
YGL013C	YGR192C
YGL013C	YGR245C
YGL013C	YGR249W
YGL013C	YGR254W
YGL013C	YGR279C
YGL013C	YGR280C
YGL013C	YGR281W
YGL013C	YGR295C
YGL013C	YGR296W
YGL013C	YHL012W
YGL013C	YHL013C
YGL013C	YHL015W
YGL013C	YHL016C
YGL013C	YHL021C
YGL013C	YHL028W
YGL013C	YHL029C
YGL013C	YHL048W
YGL013C	YHL049C
YGL013C	YHR086W
YGL013C	YHR086W-A
YGL013C	YHR087W
YGL013C	YHR091C
YGL013C	YHR141C
YGL013C	YHR142W
YGL013C	YHR193C
YGL013C	YHR194W
YGL013C	YHR196W
YGL013C	YHR197W
YGL013C	YHR202W
YGL013C	YHR213W-B
YGL013C	YIL002W-A
YGL013C	YIL003W
YGL013C	YIL013C
YGL013C	YIL018W
YGL013C	YIL019W
YGL013C	YIL056W
YGL013C	YIL099W
YGL013C	YIL103W
YGL013C	YIL104C
YGL013C	YIL118W
YGL013C	YIL119C
YGL013C	YIL128W
YGL013C	YIL129C
YGL013C	YIL133C
YGL013C	YIL171W
YGL013C	YIL172C
YGL013C	YIL174W
YGL013C	YIL175W
YGL013C	YIL177C
YGL013C	YIR017C
YGL013C	YIR018W
YGL013C	YIR039C
YGL013C	YJL001W
YGL013C	YJL042W
YGL013C	YJL043W
YGL013C	YJL052W
YGL013C	YJL161W
YGL013C	YJL188C
YGL013C	YJL192C
YGL013C	YJL201W
YGL013C	YJL219W
YGL013C	YJL225C
YGL013C	YJR009C
YGL013C	YJR044C
YGL013C	YJR123W
YGL013C	YJR144W
YGL013C	YJR145C
YGL013C	YJR146W
YGL013C	YJR148W
YGL013C	YKL007W
YGL013C	YKL008C
YGL013C	YKL029C
YGL013C	YKL030W
YGL013C	YKL044W
YGL013C	YKL062W
YGL013C	YKL091C
YGL013C	YKL096W
YGL013C	YKL096W-A
YGL013C	YKL097C
YGL013C	YKL109W
YGL013C	YKL110C
YGL013C	YKL132C
YGL013C	YKL182W
YGL013C	YKL201C
YGL013C	YKL209C
YGL013C	YKL225W
YGL013C	YKR042W
YGL013C	YKR106W
YGL013C	YLL001W
YGL013C	YLL024C
YGL013C	YLL026W
YGL013C	YLL027W
YGL013C	YLL028W
YGL013C	YLL065W
YGL013C	YLL066C
YGL013C	YLL067C
YGL013C	YLR060W
YGL013C	YLR099C
YGL013C	YLR100W
YGL013C	YLR108C
YGL013C	YLR109W
YGL013C	YLR112W
YGL013C	YLR113W
YGL013C	YLR162W
YGL013C	YLR162W-A
YGL013C	YLR206W
YGL013C	YLR207W
YGL013C	YLR252W
YGL013C	YLR342W
YGL013C	YLR346C
YGL013C	YLR360W
YGL013C	YLR461W
YGL013C	YLR462W
YGL013C	YLR463C
YGL013C	YLR464W
YGL013C	YLR465C
YGL013C	YLR466W
YGL013C	YLR467W
YGL013C	YML098W
YGL013C	YML111W
YGL013C	YML112W
YGL013C	YML131W
YGL013C	YML132W
YGL013C	YML133C
YGL013C	YMR016C
YGL013C	YMR056C
YGL013C	YMR070W
YGL013C	YMR102C
YGL013C	YMR136W
YGL013C	YMR141C
YGL013C	YMR145C
YGL013C	YMR165C
YGL013C	YMR194C-A
YGL013C	YMR195W
YGL013C	YMR199W
YGL013C	YMR240C
YGL013C	YMR241W
YGL013C	YMR251W-A
YGL013C	YMR291W
YGL013C	YMR307W
YGL013C	YMR318C
YGL013C	YNL010W
YGL013C	YNL038W
YGL013C	YNL069C
YGL013C	YNL134C
YGL013C	YNL144C
YGL013C	YNL231C
YGL013C	YNL236W
YGL013C	YNL237W
YGL013C	YNL241C
YGL013C	YNL259C
YGL013C	YNL265C
YGL013C	YNL289W
YGL013C	YNL336W
YGL013C	YNL337W
YGL013C	YNL338W
YGL013C	YNL339C
YGL013C	YNR076W
YGL013C	YOL010W
YGL013C	YOL029C
YGL013C	YOL077W-A
YGL013C	YOL078W
YGL013C	YOL079W
YGL013C	YOL080C
YGL013C	YOL086C
YGL013C	YOL109W
YGL013C	YOL121C
YGL013C	YOL125W
YGL013C	YOL126C
YGL013C	YOL151W
YGL013C	YOL156W
YGL013C	YOL157C
YGL013C	YOR049C
YGL013C	YOR095C
YGL013C	YOR138C
YGL013C	YOR140W
YGL013C	YOR152C
YGL013C	YOR153W
YGL013C	YOR173W
YGL013C	YOR178C
YGL013C	YOR246C
YGL013C	YOR247W
YGL013C	YOR267C
YGL013C	YOR268C
YGL013C	YOR269W
YGL013C	YOR273C
YGL013C	YOR274W
YGL013C	YOR307C
YGL013C	YOR315W
YGL013C	YOR318C
YGL013C	YOR319W
YGL013C	YOR327C
YGL013C	YOR328W
YGL013C	YOR342C
YGL013C	YOR344C
YGL013C	YOR348C
YGL013C	YOR349W
YGL013C	YOR374W
YGL013C	YOR380W
YGL013C	YOR381W
YGL013C	YPL018W
YGL013C	YPL019C
YGL013C	YPL061W
YGL013C	YPL062W
YGL013C	YPL068C
YGL013C	YPL135W
YGL013C	YPL143W
YGL013C	YPL144W
YGL013C	YPL249C-A
YGL013C	YPL251W
YGL013C	YPL253C
YGL013C	YPL265W
YGL013C	YPL278C
YGL013C	YPL283C
YGL013C	YPR010C
YGL013C	YPR016C
YGL013C	YPR035W
YGL013C	YPR065W
YGL013C	YPR080W
YGL013C	YPR149W
YGL013C	YPR169W
YGL013C	YPR170C
YGL013C	YPR171W
YGL013C	YPR184W
YGL013C	YPR192W
YGL013C	YPR201W
YGL013C	YPR202W
YGL013C	YPR203W
YGL209W	YAR009C
YGL209W	YBR019C
YGL209W	YBR020W
YGL209W	YBR050C
YGL209W	YBR101C
YGL209W	YBR126C
YGL209W	YBR275C
YGL209W	YDL092W
YGL209W	YDL094C
YGL209W	YDL245C
YGL209W	YDR009W
YGL209W	YDR040C
YGL209W	YDR078C
YGL209W	YDR079W
YGL209W	YDR146C
YGL209W	YDR317W
YGL209W	YDR343C
YGL209W	YDR345C
YGL209W	YDR516C
YGL209W	YEL069C
YGL209W	YEL070W
YGL209W	YER134C
YGL209W	YFL054C
YGL209W	YGL035C
YGL209W	YHR043C
YGL209W	YHR092C
YGL209W	YHR094C
YGL209W	YIL115C
YGL209W	YIL162W
YGL209W	YJR010C-A
YGL209W	YJR158W
YGL209W	YKL109W
YGL209W	YKR075C
YGL209W	YLL043W
